Cation,Anion,Meilleure Solubilite,Temp Opt,Temps Opt,Cellulose Opt
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,C=Cc1ccc(CC2=C([O-])N(c3ccccc3)[C](C)N(c3ccccc3)C2=O)cc1,3.0124,200,2.0,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(C)(C)OC(=O)C(CCC(=O)O)N=C([O-])OCc1ccccc1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=S(=O)(Nc1nc2ccccc2nc1[N-]C1CCCCC1)c1cccc(Cl)c1,1.5444,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCCCCCCCCCCCCCCNc1ccn(C2OC(C(C)(OP(=O)([O-])O)C3OC(n4cc(C)c(=O)[nH]c4=O)CC3F)C(O)C2O)c(=O)n1,168365.3750,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C(COCc1ccccc1)OCCc1ccc(C2CCN(C(=O)[O-])CC2OCc2ccc3ccccc3c2)cc1,630.4342,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,[NH-]C(Cc1cccs1)C(=O)N1CCC2C1C(=O)CN2S(=O)(=O)c1ccccn1,1.6960,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CCCCCCCCCCCCC(CC)C(OC(C)=O)C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cccc2c1NC(=O)C2=Nc1ccccc1C(=O)[O-],0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)NCC(=O)[O-],1.0028,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC(c1ccc(F)cc1)N1CCN(C(=O)c2ccc(NS(=O)[O-])cc2)[C@H](C)C1,1.3619,200,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1cc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(=NOC(C)(C)C(=O)NN)c4csc(N)n4)[C@H]3SC2)n2nc(CO)nc2n1,1999.4535,160,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])C=CC(=O)Nc1ccc(Cl)c(NC(=O)c2cccs2)c1,0.4564,40,0.5,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,Cc1ccccc1-c1cccc(OC(=O)[O-])c1-c1ccccc1,0.4872,200,10.0,Avicel
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,COc1ccc(-c2nn(-c3ccccc3)cc2C=Nc2ccc(C(=O)[O-])cc2)cc1OC,8.1451,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,O=C([O-])c1ccc(N2CCN(C(=O)Nc3cc(Cl)cc(Cl)c3)CC2)nc1C(F)(F)F,1.6408,200,0.5,cellulose
CCCCCCC=CCCCCC=CCCCC(O)(C[N+](C)(C)C)P(=O)(O)O,CC1(C)C(=O)Nc2ccc(OCC(CCc3cccc4ccccc34)S(=O)[O-])cc21,2.5707,200,0.5,MCC
